Date,Open,High,Low,Close,Volume
2025-03-25,91.75701266194767,93.51502547697866,91.42325048886273,92.43375523375845,48413
2025-03-26,94.79550726662661,95.27325869256887,92.34548395735698,93.99839888957246,62638
2025-03-27,91.59151190480189,92.83083645292804,90.73855458342149,91.37865378548271,62736
2025-03-28,91.21895039309119,94.152260448783,90.40950983286552,92.20055628985793,78866
2025-03-29,91.49054644382817,93.3202040546985,91.50920000062779,92.2876033580961,29087
2025-03-30,92.31559954584635,92.63450895351272,91.96692070466963,91.98859600763024,51430
2025-03-31,91.09047995185819,93.67072917370315,90.26959283132722,92.08035678416574,34504
2025-04-01,89.41440397239984,90.63445237208899,89.91021451599258,90.09278786956484,17114
2025-04-02,89.97058356046051,90.7510588231386,89.23448870654651,89.87311598172734,88859
2025-04-03,90.61401894862448,90.38714131592361,88.33010461913747,90.23022855323909,20975
2025-04-04,92.0120451169858,91.75882408481152,89.80690830410549,91.7081225979806,21023
2025-04-05,90.63839099862807,93.11514920906279,90.04297660346037,91.18985237970695,31447
2025-04-06,90.80571721950884,92.05331901783818,89.11768435247417,90.38135877681377,33959
2025-04-07,89.35409990822282,91.27155014541661,88.98271068927258,89.87960173322922,76203
2025-04-08,90.44580324724983,91.61290973975983,90.20858230753517,90.7950038509313,39703
2025-04-09,91.61673777082703,91.47034360073268,90.46642586985115,91.12375496059099,19337
2025-04-10,90.89326055491837,90.90686884216612,89.24895784466987,90.59399475682395,56427
2025-04-11,91.80570901092565,91.60774798626649,89.60251313106194,91.1072621899373,71529
2025-04-12,91.51956552388603,92.30279306869758,89.62118165183365,91.20433973928534,94665
2025-04-13,92.30960193648919,93.60217657521837,90.59374844422913,92.17298472981824,41921
2025-04-14,90.65828117159705,92.79132638937634,91.28851942984349,91.47093163594087,43307
2025-04-15,90.87870109546198,91.703137283235,90.15442887993795,91.14326948934311,37355
2025-04-16,90.2815660715744,92.66089189753734,90.63604381617766,90.75116133621096,14835
2025-04-17,88.77562567483699,90.76344022147036,88.18858862343136,89.28764638807883,30159
2025-04-18,90.52978777464831,90.69247477016621,88.70070566239666,89.58376666514341,57605
2025-04-19,89.63101738665682,91.06826342979201,88.0694135718067,89.8448219373233,48088
2025-04-20,90.63402850431999,90.68913551882135,89.14810536886161,89.84993539396577,88752
2025-04-21,89.87762551258513,90.11081023959292,89.3812142277354,89.61534826059061,65284
